name,product_template_variant_value_ids/id,default_code,standard_price
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71909_4fc3271e,__export__.product_template_attribute_value_71935_8c6edc78",ONT028590,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71909_4fc3271e,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028591,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71910_cc8c3582,__export__.product_template_attribute_value_71935_8c6edc78",ONT028593,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71910_cc8c3582,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028594,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71911_5a94fd5f,__export__.product_template_attribute_value_71935_8c6edc78",ONT030684,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71912_9064e197,__export__.product_template_attribute_value_71935_8c6edc78",ONT031390,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71913_27e6c788,__export__.product_template_attribute_value_71935_8c6edc78",ONT031393,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71913_27e6c788,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031394,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71914_163c189a,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031367,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71915_8f279086,__export__.product_template_attribute_value_71935_8c6edc78",ONT031369,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71915_8f279086,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031370,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71916_ab3154f5,__export__.product_template_attribute_value_71935_8c6edc78",ONT028596,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71917_209770e2,__export__.product_template_attribute_value_71935_8c6edc78",ONT028599,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71917_209770e2,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028600,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71918_c55e1b9e,__export__.product_template_attribute_value_71935_8c6edc78",ONT031384,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71918_c55e1b9e,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031385,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71919_6b692071,__export__.product_template_attribute_value_71935_8c6edc78",ONT028602,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71919_6b692071,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028603,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71920_293266c8,__export__.product_template_attribute_value_71935_8c6edc78",ONT028605,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71920_293266c8,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028606,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71921_1a1caad5,__export__.product_template_attribute_value_71934_6fb63c1a",ONT028607,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71921_1a1caad5,__export__.product_template_attribute_value_71935_8c6edc78",ONT028608,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71921_1a1caad5,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028609,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71922_2887c877,__export__.product_template_attribute_value_71935_8c6edc78",ONT028611,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71922_2887c877,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028612,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71923_ae742115,__export__.product_template_attribute_value_71935_8c6edc78",ONT030702,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71924_49baf36e,__export__.product_template_attribute_value_71935_8c6edc78",ONT028614,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71924_49baf36e,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028615,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71925_289636bb,__export__.product_template_attribute_value_71935_8c6edc78",ONT028617,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71925_289636bb,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT028618,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71926_3c0540ff,__export__.product_template_attribute_value_71935_8c6edc78",ONT031372,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71927_5d246c83,__export__.product_template_attribute_value_71935_8c6edc78",ONT031375,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71927_5d246c83,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031376,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71928_dda98678,__export__.product_template_attribute_value_71935_8c6edc78",ONT030705,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71929_38b49534,__export__.product_template_attribute_value_71935_8c6edc78",ONT030708,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71929_38b49534,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT030709,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71930_9f37a739,__export__.product_template_attribute_value_71935_8c6edc78",ONT030693,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71930_9f37a739,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT030694,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71931_deabfdca,__export__.product_template_attribute_value_71935_8c6edc78",ONT030696,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71932_dc456f1c,__export__.product_template_attribute_value_71935_8c6edc78",ONT031378,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71932_dc456f1c,__export__.product_template_attribute_value_71936_6cf3bfb3",ONT031379,5.75
7DZE - 7Daze (LIQ FB)(100mL) Fusion TFN,"__export__.product_template_attribute_value_71933_0234c6dd,__export__.product_template_attribute_value_71935_8c6edc78",ONT031381,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68870_de8d1e61,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036888,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68870_de8d1e61,__export__.product_template_attribute_value_68887_a884199d",ONT036889,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68870_de8d1e61,__export__.product_template_attribute_value_68888_e9bb100a",ONT036890,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68871_0d0798fe,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036909,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68871_0d0798fe,__export__.product_template_attribute_value_68887_a884199d",ONT036910,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68871_0d0798fe,__export__.product_template_attribute_value_68888_e9bb100a",ONT036911,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68872_71aa19cc,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036891,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68872_71aa19cc,__export__.product_template_attribute_value_68887_a884199d",ONT036892,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68872_71aa19cc,__export__.product_template_attribute_value_68888_e9bb100a",ONT036893,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68873_b0fe3883,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036912,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68873_b0fe3883,__export__.product_template_attribute_value_68887_a884199d",ONT036913,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68873_b0fe3883,__export__.product_template_attribute_value_68888_e9bb100a",ONT036914,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68874_31cb74bb,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036894,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68874_31cb74bb,__export__.product_template_attribute_value_68887_a884199d",ONT036895,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68874_31cb74bb,__export__.product_template_attribute_value_68888_e9bb100a",ONT036896,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68875_448f4bc5,__export__.product_template_attribute_value_68887_a884199d",ONT036916,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68875_448f4bc5,__export__.product_template_attribute_value_68888_e9bb100a",ONT036917,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68876_ff4560dd,__export__.product_template_attribute_value_68887_a884199d",ONT036898,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68876_ff4560dd,__export__.product_template_attribute_value_68888_e9bb100a",ONT036899,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68877_15f16cd7,__export__.product_template_attribute_value_68887_a884199d",ONT036919,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68877_15f16cd7,__export__.product_template_attribute_value_68888_e9bb100a",ONT036920,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68878_b6efb5ab,__export__.product_template_attribute_value_68887_a884199d",ONT036901,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68878_b6efb5ab,__export__.product_template_attribute_value_68888_e9bb100a",ONT036902,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68879_bd26189e,__export__.product_template_attribute_value_68887_a884199d",ONT036922,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68880_fdc5b8ed,__export__.product_template_attribute_value_68886_f9cf22a0",ONT041575,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68880_fdc5b8ed,__export__.product_template_attribute_value_68887_a884199d",ONT041576,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68880_fdc5b8ed,__export__.product_template_attribute_value_68888_e9bb100a",ONT041577,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68881_84024cd2,__export__.product_template_attribute_value_68887_a884199d",ONT041579,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68881_84024cd2,__export__.product_template_attribute_value_68888_e9bb100a",ONT041580,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68882_75416918,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036903,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68882_75416918,__export__.product_template_attribute_value_68887_a884199d",ONT036904,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68882_75416918,__export__.product_template_attribute_value_68888_e9bb100a",ONT036905,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68883_8c66b1d7,__export__.product_template_attribute_value_68887_a884199d",ONT036925,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68883_8c66b1d7,__export__.product_template_attribute_value_68888_e9bb100a",ONT036926,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68884_1ad3f380,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036906,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68884_1ad3f380,__export__.product_template_attribute_value_68887_a884199d",ONT036907,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68884_1ad3f380,__export__.product_template_attribute_value_68888_e9bb100a",ONT036908,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68885_d0cbfe38,__export__.product_template_attribute_value_68886_f9cf22a0",ONT036927,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68885_d0cbfe38,__export__.product_template_attribute_value_68887_a884199d",ONT036928,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds,"__export__.product_template_attribute_value_68885_d0cbfe38,__export__.product_template_attribute_value_68888_e9bb100a",ONT036929,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds/Keep It 100,"__export__.product_template_attribute_value_68889_1d0558b0,__export__.product_template_attribute_value_68891_d2ed4ff8",ONT031982,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds/Keep It 100,"__export__.product_template_attribute_value_68889_1d0558b0,__export__.product_template_attribute_value_68892_227d1f0e",ONT031983,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds/Keep It 100,"__export__.product_template_attribute_value_68889_1d0558b0,__export__.product_template_attribute_value_68893_17aff1b4",ONT031984,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds/Keep It 100,"__export__.product_template_attribute_value_68890_8ccb9d2f,__export__.product_template_attribute_value_68892_227d1f0e",ONT031989,5.75
7DZE - 7Daze (LIQ FB)(100mL) Reds/Keep It 100,"__export__.product_template_attribute_value_68890_8ccb9d2f,__export__.product_template_attribute_value_68893_17aff1b4",ONT031990,5.75
7DZE - 7Daze (LIQ FB)(100mL) TF-Nic,"__export__.product_template_attribute_value_68894_fbadc271,__export__.product_template_attribute_value_68896_1090fdc7",ONT038725,5.75
7DZE - 7Daze (LIQ FB)(100mL) TF-Nic,"__export__.product_template_attribute_value_68894_fbadc271,__export__.product_template_attribute_value_68897_713c7d31",ONT038726,5.75
7DZE - 7Daze (LIQ FB)(100mL) TF-Nic,"__export__.product_template_attribute_value_68895_0f952f1d,__export__.product_template_attribute_value_68897_713c7d31",ONT038729,5.75
7DZE - 7Daze (LIQ FB)(60mL) Reds,"__export__.product_template_attribute_value_68898_1d58cafe,__export__.product_template_attribute_value_68903_d94b5885",ONT017504,1.5
7DZE - 7Daze (LIQ FB)(60mL) Reds,"__export__.product_template_attribute_value_68899_3a278786,__export__.product_template_attribute_value_68903_d94b5885",ONT017507,1.5
7DZE - 7Daze (LIQ FB)(60mL) Reds,"__export__.product_template_attribute_value_68900_5851c5de,__export__.product_template_attribute_value_68902_c426c6e7",ONT000964,1.5
7DZE - 7Daze (LIQ FB)(60mL) Reds,"__export__.product_template_attribute_value_68900_5851c5de,__export__.product_template_attribute_value_68904_b6358975",ONT000966,0.95
7DZE - 7Daze (LIQ FB)(60mL) Reds,"__export__.product_template_attribute_value_68901_3d8c6c84,__export__.product_template_attribute_value_68902_c426c6e7",ONT012774,1.5
7DZE - 7Daze (LIQ FB)(60mL) TF-Nic,"__export__.product_template_attribute_value_68905_f3e0cc20,__export__.product_template_attribute_value_68906_41f01992",ONT028432,0.95
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68907_6ec37e4e,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028635,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68908_d347cfc9,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030710,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68909_19d6d16e,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030712,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68910_d99ab6b5,__export__.product_template_attribute_value_68928_e4a7ff61",ONT031395,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68911_5aab94e4,__export__.product_template_attribute_value_68928_e4a7ff61",ONT031397,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68912_9788fa1c,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028621,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68913_15702f04,__export__.product_template_attribute_value_68928_e4a7ff61",ONT031409,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68914_6092f51a,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028623,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68914_6092f51a,__export__.product_template_attribute_value_68929_99048afe",ONT028624,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68915_9daad50c,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028625,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68916_c41b093c,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028627,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68916_c41b093c,__export__.product_template_attribute_value_68929_99048afe",ONT028628,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68917_055865d0,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028629,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68917_055865d0,__export__.product_template_attribute_value_68929_99048afe",ONT028630,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68918_2bd123f0,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030722,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68919_0e024f53,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028631,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68920_9ec743dc,__export__.product_template_attribute_value_68928_e4a7ff61",ONT028633,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68921_198298e7,__export__.product_template_attribute_value_68928_e4a7ff61",ONT031399,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68921_198298e7,__export__.product_template_attribute_value_68929_99048afe",ONT031400,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68922_bc6cadb5,__export__.product_template_attribute_value_68928_e4a7ff61",ONT031401,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68922_bc6cadb5,__export__.product_template_attribute_value_68929_99048afe",ONT031402,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68923_744dc51e,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030728,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68924_22e37f61,__export__.product_template_attribute_value_68929_99048afe",ONT030721,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68925_be7fff4a,__export__.product_template_attribute_value_68929_99048afe",ONT031406,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68926_e699043f,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030714,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Fusion TFN,"__export__.product_template_attribute_value_68927_492453d0,__export__.product_template_attribute_value_68928_e4a7ff61",ONT030716,4.75
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68930_643fb60e,__export__.product_template_attribute_value_68944_ca4376c1",ONT044110,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68930_643fb60e,__export__.product_template_attribute_value_68945_53c41e20",ONT044111,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68931_c2fa1228,__export__.product_template_attribute_value_68944_ca4376c1",ONT044112,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68931_c2fa1228,__export__.product_template_attribute_value_68945_53c41e20",ONT044113,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68932_dfc05c9c,__export__.product_template_attribute_value_68944_ca4376c1",ONT044116,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68933_02d4bfc4,__export__.product_template_attribute_value_68944_ca4376c1",ONT044118,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68934_17b8f59f,__export__.product_template_attribute_value_68944_ca4376c1",ONT044120,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68935_cb33aa1c,__export__.product_template_attribute_value_68944_ca4376c1",ONT044126,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68936_648357c8,__export__.product_template_attribute_value_68944_ca4376c1",ONT044134,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68937_9765de74,__export__.product_template_attribute_value_68944_ca4376c1",ONT044136,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68938_54300ed2,__export__.product_template_attribute_value_68945_53c41e20",ONT044139,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68939_e10d988e,__export__.product_template_attribute_value_68944_ca4376c1",ONT044140,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68940_659c41c0,__export__.product_template_attribute_value_68944_ca4376c1",ONT044142,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68940_659c41c0,__export__.product_template_attribute_value_68945_53c41e20",ONT044143,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68941_7599dfed,__export__.product_template_attribute_value_68944_ca4376c1",ONT044144,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68941_7599dfed,__export__.product_template_attribute_value_68945_53c41e20",ONT044145,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68942_87004765,__export__.product_template_attribute_value_68944_ca4376c1",ONT044146,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68943_8138870c,__export__.product_template_attribute_value_68944_ca4376c1",ONT044148,4.4
7DZE - 7Daze (LIQ Salt)(30mL) LIQmate,"__export__.product_template_attribute_value_68943_8138870c,__export__.product_template_attribute_value_68945_53c41e20",ONT044149,4.4
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68946_cd08d274,__export__.product_template_attribute_value_68960_6957cfb5",ONT000970,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68946_cd08d274,__export__.product_template_attribute_value_68961_7c855a89",ONT000971,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68947_120cd748,__export__.product_template_attribute_value_68960_6957cfb5",ONT000972,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68947_120cd748,__export__.product_template_attribute_value_68961_7c855a89",ONT000973,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68948_145b4afb,__export__.product_template_attribute_value_68960_6957cfb5",ONT000974,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68948_145b4afb,__export__.product_template_attribute_value_68961_7c855a89",ONT000975,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68949_2b72b0dd,__export__.product_template_attribute_value_68960_6957cfb5",ONT000976,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68950_6107d3a9,__export__.product_template_attribute_value_68960_6957cfb5",ONT000978,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68950_6107d3a9,__export__.product_template_attribute_value_68961_7c855a89",ONT000979,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68951_00acaaef,__export__.product_template_attribute_value_68960_6957cfb5",ONT000980,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68952_93568e94,__export__.product_template_attribute_value_68961_7c855a89",ONT000987,2.95
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68953_1f0bddc3,__export__.product_template_attribute_value_68960_6957cfb5",ONT000988,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68954_82dbcaf0,__export__.product_template_attribute_value_68960_6957cfb5",ONT015858,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68954_82dbcaf0,__export__.product_template_attribute_value_68961_7c855a89",ONT015859,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68955_94ad8f79,__export__.product_template_attribute_value_68960_6957cfb5",ONT015860,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68955_94ad8f79,__export__.product_template_attribute_value_68961_7c855a89",ONT015861,4.75
7DZE - 7Daze (LIQ Salt)(30mL) Reds,"__export__.product_template_attribute_value_68956_7c99ee34,__export__.product_template_attribute_value_68960_6957cfb5",ONT012777,4.75
