id,name,categ_id/id,type,sale_ok,list_price,default_code,attribute_line_ids/attribute_id/id,attribute_line_ids/value_ids/id
template_ddys_-_pyro_boost_dispo_25000puff20ml,DDYS - Pyro Boost (Dispo) (25000Puff)(20mL),__export__.product_category_27_88c4d517,consu,True,7.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7380_327268c2,__export__.product_attribute_value_7400_13701b70,__export__.product_attribute_value_4077_a052c29a,__export__.product_attribute_value_4908_d8b34f68,__export__.product_attribute_value_4928_be2361df,__export__.product_attribute_value_4962_2645deb7"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ddys_-_pyro_duo_dispo_30000puff24ml,DDYS - Pyro Duo (Dispo) (30000Puff)(24mL),__export__.product_category_27_88c4d517,consu,True,8.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7426_d135ab55,__export__.product_attribute_value_7946_1a210830"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ddys_-_sadboy_liq_fb100ml,DDYS - Sadboy (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7542_1d21d365,__export__.product_attribute_value_7543_08a4401b,__export__.product_attribute_value_7748_7c335b1b,__export__.product_attribute_value_7867_7f0f8c4b,__export__.product_attribute_value_7868_77837f52,__export__.product_attribute_value_8019_c26f4577,__export__.product_attribute_value_4914_2dbc2dba,__export__.product_attribute_value_8242_c74f1ab9"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ddys_-_sadboy_liq_salt30ml,DDYS - Sadboy (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7340_cec7a182,__export__.product_attribute_value_3598_13f4ce0b,__export__.product_attribute_value_7374_cd5857d1,__export__.product_attribute_value_7428_65263d7a,__export__.product_attribute_value_7466_cf7919b4,__export__.product_attribute_value_7542_1d21d365,__export__.product_attribute_value_7543_08a4401b,__export__.product_attribute_value_7553_06da7c78,__export__.product_attribute_value_7608_1bda2e3c,__export__.product_attribute_value_7609_a6996f87,__export__.product_attribute_value_7715_fdee9694,__export__.product_attribute_value_7747_2c3477b5,__export__.product_attribute_value_7785_dab6acd0,__export__.product_attribute_value_7867_7f0f8c4b,__export__.product_attribute_value_7868_77837f52,__export__.product_attribute_value_7998_afa82e9c,__export__.product_attribute_value_8018_8acba4a1,__export__.product_attribute_value_8058_cab292e7,__export__.product_attribute_value_8120_3d39b285,__export__.product_attribute_value_8124_0fb1d0af,__export__.product_attribute_value_4914_2dbc2dba,__export__.product_attribute_value_8242_c74f1ab9"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8327_a0294deb,__export__.product_attribute_value_8335_59ba2a6c"
template_ddys_-_twist_liq_fb120ml_60ml_x2,DDYS - Twist (LIQ FB)(120mL; 60mL x2),__export__.product_category_27_88c4d517,consu,True,10.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7446_34b226af,__export__.product_attribute_value_7456_c4f56485,__export__.product_attribute_value_7846_04b6b6c1,__export__.product_attribute_value_7982_12cd2873,__export__.product_attribute_value_8014_4d5f0979,__export__.product_attribute_value_8037_8f8b2818,__export__.product_attribute_value_8041_0c235d93,__export__.product_attribute_value_8088_612c7145,__export__.product_attribute_value_8216_9a7139fb,__export__.product_attribute_value_8217_17fee8af,__export__.product_attribute_value_8296_3b773aeb"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8323_24827215,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ddys_-_twist_liq_salt60ml_30ml_x2,DDYS - Twist (LIQ Salt)(60mL; 30mL x2),__export__.product_category_27_88c4d517,consu,True,10.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7294_878bfb71,__export__.product_attribute_value_7446_34b226af,__export__.product_attribute_value_7491_64c7cccc,__export__.product_attribute_value_7664_e1eb521d,__export__.product_attribute_value_7834_8d7185b1,__export__.product_attribute_value_7844_1df1b481,__export__.product_attribute_value_7846_04b6b6c1,__export__.product_attribute_value_7972_5468d4bc,__export__.product_attribute_value_7982_12cd2873,__export__.product_attribute_value_8011_5eab3ecc,__export__.product_attribute_value_8022_1fc6e943,__export__.product_attribute_value_8041_0c235d93,__export__.product_attribute_value_8083_b2bd1d47,__export__.product_attribute_value_8129_62a52436,__export__.product_attribute_value_8213_b2a746fb"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_ddys_-_uwell_collab_bundle_v6_kit_ps_mints_liq_salt30ml_-_color_cyan,DDYS - Uwell (Collab Bundle) V6 (Kit PS) + Mints (LIQ Salt)(30mL) - Color: Cyan,__export__.product_category_27_88c4d517,consu,True,6.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7516_c18c8268
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ddys_-_uwell_collab_bundle_v6_kit_ps_twist_liq_salt30ml_-_color_yellow,DDYS - Uwell (Collab Bundle) V6 (Kit PS) + Twist (LIQ Salt)(30mL) - Color: Yellow,__export__.product_category_27_88c4d517,consu,True,6.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7517_f9aece72
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ddys_-_verdict_liq_fb120ml_60ml_x2,DDYS - Verdict (LIQ FB)(120mL; 60mL x2),__export__.product_category_27_88c4d517,consu,True,8.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7856_403fe23a,__export__.product_attribute_value_8025_155799b6,__export__.product_attribute_value_8069_b3aede3c,__export__.product_attribute_value_8261_6fc211c9"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ddys_-_verdict_liq_salt30ml,DDYS - Verdict (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8069_b3aede3c
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ddys_-_zen_haus_liq_fb120ml_60ml_x2,DDYS - Zen Haus (LIQ FB)(120mL; 60mL x2),__export__.product_category_27_88c4d517,consu,True,8.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7713_fb6d3e79,__export__.product_attribute_value_7814_34e09095,__export__.product_attribute_value_8035_8761999d,__export__.product_attribute_value_8036_0cd366a2,__export__.product_attribute_value_8056_1a5e15cd,__export__.product_attribute_value_8057_6fd2b877"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ddys_-_zen_haus_liq_salt30ml,DDYS - Zen Haus (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7814_34e09095,__export__.product_attribute_value_7860_6b7579df,__export__.product_attribute_value_8035_8761999d,__export__.product_attribute_value_8036_0cd366a2,__export__.product_attribute_value_8056_1a5e15cd,__export__.product_attribute_value_8057_6fd2b877"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8329_6e9ee2d4,__export__.product_attribute_value_8336_91087ebe"
template_dmvw_-_geek_bar_pulse_dispo_15000puff16ml,DMVW - Geek Bar Pulse (Dispo) (15000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,10.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_5805_f47adfe4,__export__.product_attribute_value_5073_fc4c2bf7"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_hyde_edge_rave_dispo_4000puff10ml,DMVW - Hyde Edge Rave (Dispo) (4000Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,0.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7948_e06de739
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_hyde_edge_recharge_dispo_3300puff10ml,DMVW - Hyde Edge Recharge (Dispo) (3300Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,0.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7795_3faa193e,__export__.product_attribute_value_8275_2f16afe8"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_hyde_mag_dispo_4500puff10ml,DMVW - Hyde Mag (Dispo) (4500Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,0.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7924_bba3518b
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_raz_ltx25000_dispo_25000puff16ml,DMVW - RAZ LTX25000 (Dispo) (25000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,11.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_4422_9fdc3c3a
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_raz_ltx25000_zero_dispo_25000puff16ml,DMVW - RAZ LTX25000 Zero (Dispo) (25000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,9.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3414_a1a79492,__export__.product_attribute_value_3625_64308752,__export__.product_attribute_value_4391_24b67f8f,__export__.product_attribute_value_4690_2d64b214,__export__.product_attribute_value_4889_d5537432"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8320_754bb761
template_dmvw_-_ryl_dispo35000puff165ml_spring_collection,DMVW - RYL (Dispo)(35000Puff)(16.5mL) Spring Collection,__export__.product_category_27_88c4d517,consu,True,11.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7319_33aec5e8,__export__.product_attribute_value_8301_0a52130b"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_ryl_classic_dispo_35000puff165ml,DMVW - RYL Classic (Dispo) (35000Puff)(16.5mL),__export__.product_category_27_88c4d517,consu,True,11.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_4094_51df7a53
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_viho_super_charge_pro_dispo_20000puff21ml,DMVW - Viho Super Charge Pro (Dispo) (20000Puff)(21mL),__export__.product_category_27_88c4d517,consu,True,9.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8215_8472a6c3
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_viho_turbo_dispo_10000puff17ml,DMVW - Viho Turbo (Dispo) (10000Puff)(17mL),__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_4580_825ea24e
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_viho_turbo_dispo_10000puff17ml_chrome_edt,DMVW - Viho Turbo (Dispo) (10000Puff)(17mL) Chrome Edt.,__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7383_85f781da
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_viho_turbo_dispo_10000puff17ml_galaxy_edt,DMVW - Viho Turbo (Dispo) (10000Puff)(17mL) Galaxy Edt.,__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7310_dd4adadc
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dmvw_-_viho_turbo_dispo_10000puff17ml_satin_edt,DMVW - Viho Turbo (Dispo) (10000Puff)(17mL) Satin Edt.,__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7574_7ee6179a,__export__.product_attribute_value_7924_bba3518b,__export__.product_attribute_value_8082_2d288618"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_drly_-_dinner_lady_liq_fb100ml_tf-nic,DRLY - Dinner Lady (LIQ FB)(100mL) TF-Nic,__export__.product_category_27_88c4d517,consu,True,6.25,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7227_64bcfbd0,__export__.product_attribute_value_7291_6ac6d4d9,__export__.product_attribute_value_7352_89d9e89e,__export__.product_attribute_value_7714_f666ac16,__export__.product_attribute_value_4207_e94fb00c,__export__.product_attribute_value_8159_b61af6b8,__export__.product_attribute_value_8254_608d5cbc"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_drly_-_dinner_lady_liq_salt30ml_tf-nic,DRLY - Dinner Lady (LIQ Salt)(30mL) TF-Nic,__export__.product_category_27_88c4d517,consu,True,6.25,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7291_6ac6d4d9,__export__.product_attribute_value_7714_f666ac16,__export__.product_attribute_value_4207_e94fb00c,__export__.product_attribute_value_8152_4485cb4b"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8326_8139568c,__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_drly_-_fuyl_liq_fb100ml,DRLY - Fuyl (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3564_826621c1,__export__.product_attribute_value_3771_0a587f6d,__export__.product_attribute_value_4198_29ae48a7,__export__.product_attribute_value_4484_f8eb4e2f,__export__.product_attribute_value_8156_6da04d5f,__export__.product_attribute_value_8168_35593a44"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_drly_-_fuyl_liq_salt30ml,DRLY - Fuyl (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3564_826621c1,__export__.product_attribute_value_4198_29ae48a7,__export__.product_attribute_value_8156_6da04d5f,__export__.product_attribute_value_8168_35593a44"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8326_8139568c
template_drpm_-_candy_king_liq_fb100ml,DRPM - Candy King (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7267_f51259e3
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8328_936b70e3
template_drpm_-_candy_king_liq_fb100ml_cookie_king,DRPM - Candy King (LIQ FB)(100mL) Cookie King,__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7404_0560ad4e,__export__.product_attribute_value_7496_2a3317d7,__export__.product_attribute_value_7756_8903eca1"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_drpm_-_candy_king_liq_salt30ml,DRPM - Candy King (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,4.93,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7267_f51259e3,__export__.product_attribute_value_7611_1341c3be,__export__.product_attribute_value_7692_cc40f2dd,__export__.product_attribute_value_8170_c99b5f39,__export__.product_attribute_value_8171_84a4e562,__export__.product_attribute_value_8174_943aa5dc,__export__.product_attribute_value_5012_466322a5,__export__.product_attribute_value_8304_e585d3a5"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_dtrw_-_death_row_vapes_dispo_5000puff105ml,DTRW - Death Row Vapes (Dispo) (5000Puff)(10.5mL),__export__.product_category_27_88c4d517,consu,True,1.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7384_27c170ca
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_dvdt_-_all_star_vape_disposable_30000puff19ml,DVDT - All Star Vape Disposable (30000Puff)(19mL),__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7323_2fcda9fd,__export__.product_attribute_value_7481_96736301,__export__.product_attribute_value_7606_a7909b12,__export__.product_attribute_value_7899_73c341c3,__export__.product_attribute_value_4580_825ea24e,__export__.product_attribute_value_5066_766365a7,__export__.product_attribute_value_5142_0d332f6c,__export__.product_attribute_value_8293_9f1eb419"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_ejdp_-_food_fighter_liq_fb120ml,EJDP - Food Fighter (LIQ FB)(120mL),__export__.product_category_27_88c4d517,consu,True,5.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7378_33f1e7ad,__export__.product_attribute_value_7379_0b30aeea,__export__.product_attribute_value_7996_c72e5552,__export__.product_attribute_value_7997_0a037ea1,__export__.product_attribute_value_8211_36c0ceb0"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ejdp_-_nitro_cold_brew_liq_fb100ml_coffee,EJDP - Nitro Cold Brew (LIQ FB)(100mL) Coffee,__export__.product_category_27_88c4d517,consu,True,5.74,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7201_0793c883,__export__.product_attribute_value_7430_fd1728eb,__export__.product_attribute_value_7437_24de5b45,__export__.product_attribute_value_7773_b8517184,__export__.product_attribute_value_8249_1faaf098,__export__.product_attribute_value_8294_5b443134"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ejdp_-_nitro_cold_brew_liq_fb100ml_shakes,EJDP - Nitro Cold Brew (LIQ FB)(100mL) Shakes,__export__.product_category_27_88c4d517,consu,True,5.74,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_4731_cea1e66b,__export__.product_attribute_value_8107_93e36544"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ejdp_-_nitro_cold_brew_liq_salt30ml,EJDP - Nitro Cold Brew (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7202_1df31563,__export__.product_attribute_value_7430_fd1728eb,__export__.product_attribute_value_7773_b8517184,__export__.product_attribute_value_4731_cea1e66b,__export__.product_attribute_value_8249_1faaf098"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8326_8139568c,__export__.product_attribute_value_8334_72540439"
template_ejep_-_killa_fruits_liq_fb100ml_signature_tfn,EJEP - Killa Fruits (LIQ FB)(100mL) Signature TFN,__export__.product_category_27_88c4d517,consu,True,5.75,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7613_9783c4a8
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8328_936b70e3
template_ejep_-_killa_fruits_liq_salt30ml,EJEP - Killa Fruits (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.75,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7314_8e353c04
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8329_6e9ee2d4
template_ejep_-_ryse_dispo_12000puff18ml,EJEP - Ryse (Dispo) (12000Puff)(18mL),__export__.product_category_27_88c4d517,consu,True,3.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7305_00effda7,__export__.product_attribute_value_3562_bbc75281,__export__.product_attribute_value_3760_5ed17677,__export__.product_attribute_value_7764_907a3e34,__export__.product_attribute_value_4685_d2e41f1b,__export__.product_attribute_value_4778_ad5d32c2,__export__.product_attribute_value_8140_1a19b30a,__export__.product_attribute_value_5155_5ca1c384,__export__.product_attribute_value_5207_11223db2"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_envi_-_bodega_bar_dispo_8000puff17ml,ENVI - Bodega Bar (Dispo) (8000Puff)(17mL),__export__.product_category_27_88c4d517,consu,True,1.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7263_4e634361,__export__.product_attribute_value_7365_f600dcb5,__export__.product_attribute_value_7531_d8aa7c04,__export__.product_attribute_value_7535_f7cdf743,__export__.product_attribute_value_7739_a0a13c29,__export__.product_attribute_value_4366_68ffff0f,__export__.product_attribute_value_4484_f8eb4e2f,__export__.product_attribute_value_4877_e8188d15,__export__.product_attribute_value_8145_8e00d69a,__export__.product_attribute_value_8270_94157222"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_estl_-_nic_fill_conc_70ml_nicotine_concentrate,ESTL - Nic Fill (Conc. 70mL) Nicotine Concentrate,__export__.product_category_27_88c4d517,consu,True,2.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8239_dd5e6c61
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8338_1b1c5e4b"
template_extc_-_evo_bar_etbc5000_dispo_5000puff13ml_slushie_edt,EXTC - EVO Bar ET/BC5000 (Dispo) (5000Puff)(13mL) Slushie Edt.,__export__.product_category_27_88c4d517,consu,True,1.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7745_a7b6817f
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_flum_-_flum_float_dispo_3000puff8ml,FLUM - Flum Float (Dispo) (3000Puff)(8mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_3398_f61acdb4
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_flum_-_flum_pebble_dispo_6000puff14ml,FLUM - Flum Pebble (Dispo) (6000Puff)(14mL),__export__.product_category_27_88c4d517,consu,True,7.92,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7350_922a3483,__export__.product_attribute_value_7840_9b1aa5ee,__export__.product_attribute_value_7980_45ee4528"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_flvr_-_esco_barskilo_mesh_max_dispo_4000puff9ml,FLVR - Esco Bars/Kilo Mesh Max (Dispo) (4000Puff)(9mL),__export__.product_category_27_88c4d517,consu,True,0.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7362_c293a301,__export__.product_attribute_value_8024_c5a0be57"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_flvr_-_frusion_juice_liq_salt30ml,FLVR - Frusion Juice (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,3.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7427_983518fe
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8329_6e9ee2d4
template_flvr_-_kilo_liq_fb100ml_moo,FLVR - Kilo (LIQ FB)(100mL) Moo,__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7433_0cf8cf58,__export__.product_attribute_value_8160_9f22556f"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_flvr_-_kilo_liq_fb100ml_revival,FLVR - Kilo (LIQ FB)(100mL) Revival,__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7363_4677f110,__export__.product_attribute_value_7477_c98f0633"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8320_754bb761
template_flvr_-_kilo_omg_wtf_liq_fb100ml_tfn,FLVR - Kilo OMG WTF (LIQ FB)(100mL) TFN,__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7336_c29e95e4,__export__.product_attribute_value_8260_5987a1d4"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_flvr_-_kilo_omg_wtf_liq_salt30ml_tfn,FLVR - Kilo OMG WTF (LIQ Salt)(30mL) TFN,__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7336_c29e95e4
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8329_6e9ee2d4
template_flvr_-_mighty_vapors_liq_fb100ml,FLVR - Mighty Vapors (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7776_3d6aaaf1
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8328_936b70e3
template_flvr_-_mighty_vapors_liq_fb100ml_hulk_tears,FLVR - Mighty Vapors (LIQ FB)(100mL) Hulk Tears,__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7530_0ccfd410,__export__.product_attribute_value_7537_23b438c0,__export__.product_attribute_value_7593_7a8fb5da,__export__.product_attribute_value_7635_7b870d8b,__export__.product_attribute_value_7636_dd536b71,__export__.product_attribute_value_8076_e920520a"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_flvr_-_mighty_vapors_liq_salt30ml_hulk_tears,FLVR - Mighty Vapors (LIQ Salt)(30mL) Hulk Tears,__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7536_4093a20c
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_fnst_-_finest_liq_fb100ml_dessert_edt,FNST - Finest (LIQ FB)(100mL) Dessert Edt.,__export__.product_category_27_88c4d517,consu,True,6.75,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7690_33051c79,__export__.product_attribute_value_8247_06a42bd9"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8338_1b1c5e4b
