id,name,categ_id/id,type,sale_ok,list_price,default_code,attribute_line_ids/attribute_id/id,attribute_line_ids/value_ids/id
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8324_caee7279,__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8337_a4744cb1"
template_poju_-_pod_juice_liq_salt30ml_tfn_pj5000,POJU - Pod Juice (LIQ Salt)(30mL) TFN PJ5000,__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_5805_f47adfe4,__export__.product_attribute_value_3771_0a587f6d,__export__.product_attribute_value_4464_6453a07a,__export__.product_attribute_value_4484_f8eb4e2f,__export__.product_attribute_value_4730_239e333d,__export__.product_attribute_value_8097_c12f7b60,__export__.product_attribute_value_4877_e8188d15,__export__.product_attribute_value_4928_be2361df,__export__.product_attribute_value_5054_e03f1e64"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8337_a4744cb1"
template_poju_-_pod_juice_hyde_iq_dispo_5000puff8ml,POJU - Pod Juice Hyde IQ (Dispo) (5000Puff)(8mL),__export__.product_category_27_88c4d517,consu,True,3.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7329_0a447809,__export__.product_attribute_value_7487_fbc0f2d3"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_poju_-_pod_juice_pod_flo_dispo_4000puff10ml,POJU - Pod Juice Pod Flo (Dispo) (4000Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7532_d12f8a9b
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8337_a4744cb1
template_poju_-_pod_juice_pod_pocket_dispo_7500puff10ml,POJU - Pod Juice Pod Pocket (Dispo) (7500Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,3.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_8021_1a2545de,__export__.product_attribute_value_4919_2f1408aa"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_poju_-_pod_juice_x_raz_liq_fb100ml_tfn,POJU - Pod Juice x RAZ (LIQ FB)(100mL) TFN,__export__.product_category_27_88c4d517,consu,True,6.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7702_324717f3,__export__.product_attribute_value_7977_05ba07f0"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8320_754bb761
template_poju_-_pod_juice_x_raz_liq_salt30ml_tfn,POJU - Pod Juice x RAZ (LIQ Salt)(30mL) TFN,__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7321_8330b300,__export__.product_attribute_value_7702_324717f3"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8324_caee7279
template_prop_-_beach_club_liq_fb100ml,PROP - Beach Club (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7724_d61370d6,__export__.product_attribute_value_7876_f55fed8f,__export__.product_attribute_value_8162_024998fb,__export__.product_attribute_value_8292_4b33a54a"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_prop_-_beach_club_liq_salt30ml,PROP - Beach Club (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8292_4b33a54a
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8329_6e9ee2d4
template_prop_-_propaganda_liq_fb100ml,PROP - Propaganda (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7682_a28ca339,__export__.product_attribute_value_8182_d21a5fc1"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_prop_-_propaganda_liq_salt30ml,PROP - Propaganda (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7304_e707a718,__export__.product_attribute_value_3756_30972eca,__export__.product_attribute_value_7682_a28ca339"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_prop_-_the_hype_liq_fb100ml,PROP - The Hype (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7213_0954c137,__export__.product_attribute_value_7304_e707a718,__export__.product_attribute_value_7438_31a97497,__export__.product_attribute_value_7707_c3828dc5,__export__.product_attribute_value_4569_496beec3,__export__.product_attribute_value_4771_46e25c01"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_prop_-_vape_pink_liq_fb100ml,PROP - Vape Pink (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_3756_30972eca
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_rdst_-_voodoo_joos_liq_fb100ml,RDST - Voodoo Joos (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7221_8e118ffe,__export__.product_attribute_value_7222_e98b1fdd,__export__.product_attribute_value_7271_00ef3d9c,__export__.product_attribute_value_7307_517c68b7,__export__.product_attribute_value_7385_2c114adf,__export__.product_attribute_value_7386_a193b22b,__export__.product_attribute_value_7410_f0f841cc,__export__.product_attribute_value_7467_3bec304a,__export__.product_attribute_value_7525_7006e47d,__export__.product_attribute_value_7619_57bb10ec,__export__.product_attribute_value_7677_fe8fe722,__export__.product_attribute_value_7833_1624efdf,__export__.product_attribute_value_4526_3530ebcb,__export__.product_attribute_value_7988_a1d115f2,__export__.product_attribute_value_8042_7a629464,__export__.product_attribute_value_8100_a717624c,__export__.product_attribute_value_4911_ca9c95f0,__export__.product_attribute_value_8178_af80d13a,__export__.product_attribute_value_8198_95d84fb4,__export__.product_attribute_value_8204_097a07f6,__export__.product_attribute_value_8205_4b010f7e,__export__.product_attribute_value_8233_a89889a4,__export__.product_attribute_value_8234_0c01c497"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_rdst_-_voodoo_joos_liq_salt30ml,RDST - Voodoo Joos (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7386_a193b22b,__export__.product_attribute_value_7833_1624efdf,__export__.product_attribute_value_8198_95d84fb4,__export__.product_attribute_value_8233_a89889a4"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8326_8139568c,__export__.product_attribute_value_8336_91087ebe"
template_rdst_-_voodoo_joos_liq_salt30ml_flavormax,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax,__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_4327_68c23a7d,__export__.product_attribute_value_4729_378d1ab2,__export__.product_attribute_value_5054_e03f1e64,__export__.product_attribute_value_5134_ad04782d,__export__.product_attribute_value_8272_1afd48ee"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8329_6e9ee2d4,__export__.product_attribute_value_8336_91087ebe"
template_relx_-_waka_smash_dispo_6000puff_5_12ml,RELX - WAKA Smash (Dispo) (6000Puff) 5% (12mL),__export__.product_category_27_88c4d517,consu,True,2.50,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7238_66775e82
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_relx_-_waka_sopro_dm_dispo_8000puff14ml,RELX - WAKA SoPro DM (Dispo) (8000Puff)(14mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7680_018c68dc
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_rmgd_-_wave_dispo_8000puff18ml,RMGD - Wave (Dispo) (8000Puff)(18mL),__export__.product_category_27_88c4d517,consu,True,4.28,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_4141_4f340ea5,__export__.product_attribute_value_7736_b69abb46,__export__.product_attribute_value_5142_0d332f6c"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_rpvp_-_ripe_vapes_liq_fb120ml,RPVP - Ripe Vapes (LIQ FB)(120mL),__export__.product_category_27_88c4d517,consu,True,6.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_8244_13661171,__export__.product_attribute_value_8245_793bd8eb"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8328_936b70e3"
template_rpvp_-_ripe_vapes_liq_fb120ml_san_juan_series,RPVP - Ripe Vapes (LIQ FB)(120mL) San Juan Series,__export__.product_category_27_88c4d517,consu,True,6.50,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7990_d83be805
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8321_2a40bfd2
template_rpvp_-_ripe_vapes_liq_salt30ml,RPVP - Ripe Vapes (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8244_13661171
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8329_6e9ee2d4,__export__.product_attribute_value_8336_91087ebe"
template_ruth_-_loaded_liq_fb100ml,RUTH - Loaded (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7342_0313fcbd,__export__.product_attribute_value_7421_0b096877,__export__.product_attribute_value_7431_a17d607e,__export__.product_attribute_value_3756_30972eca,__export__.product_attribute_value_7561_274a019a,__export__.product_attribute_value_7869_492cbdd2,__export__.product_attribute_value_8065_7705f44b,__export__.product_attribute_value_8127_73b14bb5,__export__.product_attribute_value_8141_87473c0a"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_loaded_liq_fb120ml,RUTH - Loaded (LIQ FB)(120mL),__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7303_f17125fd,__export__.product_attribute_value_3756_30972eca,__export__.product_attribute_value_7447_a16221ca,__export__.product_attribute_value_7448_8bfe2c14,__export__.product_attribute_value_7560_e89f94b7,__export__.product_attribute_value_8065_7705f44b,__export__.product_attribute_value_8127_73b14bb5,__export__.product_attribute_value_8133_be7e44f3,__export__.product_attribute_value_8141_87473c0a"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_loaded_liq_salt30ml,RUTH - Loaded (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,4.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3756_30972eca,__export__.product_attribute_value_7443_5cc97d49,__export__.product_attribute_value_7560_e89f94b7,__export__.product_attribute_value_8141_87473c0a"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_ruth_-_loaded_liq_salt60ml,RUTH - Loaded (LIQ Salt)(60mL),__export__.product_category_27_88c4d517,consu,True,6.25,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7560_e89f94b7
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_ruth_-_ruthless_liq_fb100ml,RUTH - Ruthless (LIQ FB)(100mL),__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7278_afdeab4b,__export__.product_attribute_value_7361_a1dffcc9,__export__.product_attribute_value_7402_716be39b,__export__.product_attribute_value_7434_b1c0ace6,__export__.product_attribute_value_7505_1c1bacee,__export__.product_attribute_value_7506_0358a9b0,__export__.product_attribute_value_7576_6e4b1c4b,__export__.product_attribute_value_7577_47ec2e87,__export__.product_attribute_value_7709_667b01da"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_ruthless_liq_fb100ml_freeze,RUTH - Ruthless (LIQ FB)(100mL) Freeze,__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7272_23b5bb3d,__export__.product_attribute_value_7401_ea4126f6"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_ruthless_liq_fb120ml,RUTH - Ruthless (LIQ FB)(120mL),__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7217_d71c5144,__export__.product_attribute_value_7500_2cc57fdc,__export__.product_attribute_value_7505_1c1bacee,__export__.product_attribute_value_7506_0358a9b0,__export__.product_attribute_value_7576_6e4b1c4b,__export__.product_attribute_value_7577_47ec2e87,__export__.product_attribute_value_7709_667b01da,__export__.product_attribute_value_7961_e78e7af4,__export__.product_attribute_value_8059_55dd4fb2,__export__.product_attribute_value_8181_38c4366a,__export__.product_attribute_value_8191_55d16285"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_ruthless_liq_fb120ml_freeze,RUTH - Ruthless (LIQ FB)(120mL) Freeze,__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3693_14e3164e,__export__.product_attribute_value_7660_fc7ceb79"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_ruthless_liq_fb120ml_tobacco,RUTH - Ruthless (LIQ FB)(120mL) Tobacco,__export__.product_category_27_88c4d517,consu,True,7.70,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7361_a1dffcc9,__export__.product_attribute_value_7434_b1c0ace6,__export__.product_attribute_value_7495_a3c9eda1"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_ruth_-_ruthless_liq_salt30ml,RUTH - Ruthless (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,4.40,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7217_d71c5144,__export__.product_attribute_value_7361_a1dffcc9,__export__.product_attribute_value_7402_716be39b,__export__.product_attribute_value_7434_b1c0ace6,__export__.product_attribute_value_7447_a16221ca,__export__.product_attribute_value_7506_0358a9b0,__export__.product_attribute_value_7576_6e4b1c4b,__export__.product_attribute_value_7577_47ec2e87,__export__.product_attribute_value_7806_19a0f535"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_ruth_-_ruthless_liq_salt30ml_freeze_edt,RUTH - Ruthless (LIQ Salt)(30mL) Freeze Edt.,__export__.product_category_27_88c4d517,consu,True,4.40,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3693_14e3164e,__export__.product_attribute_value_7660_fc7ceb79"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8330_d5ef4fb9
template_ruth_-_ruthless_liq_salt60ml,RUTH - Ruthless (LIQ Salt)(60mL),__export__.product_category_27_88c4d517,consu,True,6.25,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7505_1c1bacee,__export__.product_attribute_value_7506_0358a9b0,__export__.product_attribute_value_7576_6e4b1c4b,__export__.product_attribute_value_7577_47ec2e87,__export__.product_attribute_value_8191_55d16285"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_rwej_-_redwood_liq_fb60ml,RWEJ - Redwood (LIQ FB)(60mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7503_3d74f213
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8338_1b1c5e4b
template_scdi_-_time_bomb_liq_fb120ml,SCDI - Time Bomb (LIQ FB)(120mL),__export__.product_category_27_88c4d517,consu,True,6.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7194_42237de8,__export__.product_attribute_value_7554_ca62143b,__export__.product_attribute_value_7704_9ae4a424,__export__.product_attribute_value_7770_c30e3820,__export__.product_attribute_value_7807_1048f93c,__export__.product_attribute_value_7989_e22032c3,__export__.product_attribute_value_8200_163ea4cf,__export__.product_attribute_value_8201_e4fa161c"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_scdi_-_time_bomb_liq_salt30ml,SCDI - Time Bomb (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.50,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7989_e22032c3
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8325_1575cfd1
template_scds_-_kuz_dispo_9000puff19ml,SCDS - Kuz (Dispo) (9000Puff)(19mL),__export__.product_category_27_88c4d517,consu,True,1.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_3564_826621c1,__export__.product_attribute_value_4203_0dfc22cb,__export__.product_attribute_value_4282_a620d51a,__export__.product_attribute_value_7904_2a1347ba,__export__.product_attribute_value_4649_d3ccab8a,__export__.product_attribute_value_4877_e8188d15"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_scds_-_kuz_dispo_9000puff19ml_dababy_exclusive,SCDS - Kuz (Dispo) (9000Puff)(19mL) DABABY Exclusive,__export__.product_category_27_88c4d517,consu,True,1.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7436_fa13f0f0,__export__.product_attribute_value_3805_1bb8ffae,__export__.product_attribute_value_7772_3302a860,__export__.product_attribute_value_4342_16f0d2b9"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_schw_-_blank_bar_liq_salt30ml_15000_puff_juice,SCHW - Blank Bar (LIQ Salt)(30mL) 15000 Puff Juice,__export__.product_category_27_88c4d517,consu,True,1.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7479_93d294fa,__export__.product_attribute_value_7499_b9c6379b,__export__.product_attribute_value_7592_0b267465,__export__.product_attribute_value_7603_eed149aa,__export__.product_attribute_value_7761_83dfda6d,__export__.product_attribute_value_7819_ab2393d1,__export__.product_attribute_value_7847_d4fc169f,__export__.product_attribute_value_7896_e56d2c9b,__export__.product_attribute_value_7917_cf89e603,__export__.product_attribute_value_8119_4e5221d4"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8330_d5ef4fb9,__export__.product_attribute_value_8336_91087ebe"
template_schw_-_naked_liq_fb60ml,SCHW - Naked (LIQ FB)(60mL),__export__.product_category_27_88c4d517,consu,True,4.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7200_85a40b71,__export__.product_attribute_value_3389_180805f1,__export__.product_attribute_value_7618_caf52b33,__export__.product_attribute_value_7741_46574911,__export__.product_attribute_value_4256_aed7da75,__export__.product_attribute_value_7812_62adb8b0,__export__.product_attribute_value_7950_f8129622,__export__.product_attribute_value_4899_cab03ab7"
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8320_754bb761,__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8328_936b70e3,__export__.product_attribute_value_8338_1b1c5e4b"
template_schw_-_naked_liq_fb60ml,SCHW - Naked (LIQ FB)(60mL) *,__export__.product_category_27_88c4d517,consu,True,4.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_8109_b3431429
,,,,,,,__export__.product_attribute_40_7590b0f7,"__export__.product_attribute_value_8321_2a40bfd2,__export__.product_attribute_value_8338_1b1c5e4b"
template_schw_-_naked_liq_salt30ml_colombia_edt,SCHW - Naked (LIQ Salt)(30mL) Colombia Edt.,__export__.product_category_27_88c4d517,consu,True,4.00,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7429_6bbb0a0d,__export__.product_attribute_value_7992_5c1ed7d7"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8330_d5ef4fb9
template_schw_-_naked_liq_salt30ml_max_tfn,SCHW - Naked (LIQ Salt)(30mL) Max TFN,__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7813_b96f66b1
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_schw_-_naked_100_max_dispo_4500puff10ml,SCHW - Naked 100 Max (Dispo) (4500Puff)(10mL),__export__.product_category_27_88c4d517,consu,True,0.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7637_54adb6df,__export__.product_attribute_value_7639_373d4aaa,__export__.product_attribute_value_7640_c6b7e1f9,__export__.product_attribute_value_7641_d0aacdaf,__export__.product_attribute_value_7643_5a8d6db0,__export__.product_attribute_value_7644_46bde5cf,__export__.product_attribute_value_7645_b3292a91"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_sgex_-_sugarbar_dual_turbo_dispo_18000puff18ml,SGEX - Sugarbar Dual Turbo (Dispo) (18000Puff)(18mL),__export__.product_category_27_88c4d517,consu,True,4.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7485_2f125456,__export__.product_attribute_value_7557_4d47c555,__export__.product_attribute_value_7581_b81c6601,__export__.product_attribute_value_8279_073f9dc3,__export__.product_attribute_value_5207_11223db2"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_sili_-_sili_box_dispo_6000puff16ml,SILI - Sili Box (Dispo) (6000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7249_e9b6465e,__export__.product_attribute_value_7334_072c720d,__export__.product_attribute_value_7407_e72914d4,__export__.product_attribute_value_7469_29815b09,__export__.product_attribute_value_7556_f25f5028,__export__.product_attribute_value_7566_2f643025,__export__.product_attribute_value_7594_827c7d3f,__export__.product_attribute_value_7646_cc314a17,__export__.product_attribute_value_7793_d7e50ac7,__export__.product_attribute_value_4463_4157257e,__export__.product_attribute_value_8226_4899f186,__export__.product_attribute_value_5080_068a3675,__export__.product_attribute_value_8237_9db469cd,__export__.product_attribute_value_8300_8c696039"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_sili_-_siliripe_dispo_6000puff16ml,SILI - Sili/Ripe (Dispo) (6000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7253_6384d64b,__export__.product_attribute_value_7282_1f309a92,__export__.product_attribute_value_4141_4f340ea5,__export__.product_attribute_value_7820_1d28e651,__export__.product_attribute_value_7893_f4c03e99"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_sili_-_siliurb_dispo_6000puff16ml,SILI - Sili/URB (Dispo) (6000Puff)(16mL),__export__.product_category_27_88c4d517,consu,True,2.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7381_1ddb2d8e,__export__.product_attribute_value_7909_a0e3e4c0,__export__.product_attribute_value_8066_d7d756fb,__export__.product_attribute_value_8177_65ff2be3,__export__.product_attribute_value_8227_4a9693bd,__export__.product_attribute_value_8262_e3bb11a3"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_sowd_-_ebdesignpod_king_xc5000_dispo_5000puff12ml,SOWD - EBDESIGN/Pod King XC5000 (Dispo) (5000Puff)(12mL),__export__.product_category_27_88c4d517,consu,True,0.95,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7322_f366bf72,__export__.product_attribute_value_7921_badbf9b0,__export__.product_attribute_value_7949_1290a3da,__export__.product_attribute_value_4640_b2f0d3e2,__export__.product_attribute_value_4692_b344cd62,__export__.product_attribute_value_8101_fff51c90,__export__.product_attribute_value_8180_0f1072ed,__export__.product_attribute_value_8186_adc48d49,__export__.product_attribute_value_5207_11223db2"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8332_0eb75a6a
template_sowd_-_kadobar_pk5000_dispo_5000puff14ml,SOWD - KadoBar PK5000 (Dispo) (5000Puff)(14mL),__export__.product_category_27_88c4d517,consu,True,1.50,,__export__.product_attribute_38_d222431b,"__export__.product_attribute_value_7486_c7f4c75c,__export__.product_attribute_value_7906_3e04157e,__export__.product_attribute_value_7978_bb6dedc5,__export__.product_attribute_value_4764_4da4e3ad"
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_spin_-_spinmix_e-liquid_liq_salt30ml,SPIN - Spinmix E-Liquid (LIQ Salt)(30mL),__export__.product_category_27_88c4d517,consu,True,5.00,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7521_e2e6e31b
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8330_d5ef4fb9
template_spmn_-_smok_space_man_sp40000_dispo_40000puff20ml,SPMN - SMOK Space Man SP40000 (Dispo) (40000Puff)(20mL),__export__.product_category_27_88c4d517,consu,True,7.50,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_3737_5a3441a1
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
template_srmw_-_onyx_cloud_dispo_25000puff20ml,SRMW - Onyx Cloud (Dispo) (25000Puff)(20mL),__export__.product_category_27_88c4d517,consu,True,8.25,,__export__.product_attribute_38_d222431b,__export__.product_attribute_value_7837_b1ff2b85
,,,,,,,__export__.product_attribute_40_7590b0f7,__export__.product_attribute_value_8336_91087ebe
