Internal Reference,Product Name,On Hand,Sales Price,Odoo Category,UoM Ratio,Minimum Purchase Qty,Company
ONT042319,AXIO - Yogi (LIQ Salt)(30mL) - Vanilla Tobacco 50mg,5,5.75,All / Saleable / E-Juice,100,0.05,Doublelift
ONT000629,BDLB - Bad Drip (LIQ FB)(60mL) - Farleys Gnarley Sauce Iced Out 03mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT000660,BDLB - Bad Drip (LIQ FB)(60mL) - Pennywise Iced Out 03mg,15,5.5,All / Saleable / E-Juice,100,0.15,Doublelift
ONT000661,BDLB - Bad Drip (LIQ FB)(60mL) - Pennywise Iced Out 06mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT012995,BDVC - Beard (LIQ FB)(100mL) The One - Marshmallow 00mg,25,5.5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012996,BDVC - Beard (LIQ FB)(100mL) The One - Marshmallow 03mg,100,5.5,All / Saleable / E-Juice,50,2,Doublelift
ONT012997,BDVC - Beard (LIQ FB)(100mL) The One - Marshmallow 06mg,50,5.5,All / Saleable / E-Juice,50,1,Doublelift
ONT012949,BDVC - Beard (LIQ FB)(120mL) - No. 00 Cappuccino Tobacco 00mg,20,6,All / Saleable / E-Juice,50,0.4,Doublelift
ONT012950,BDVC - Beard (LIQ FB)(120mL) - No. 00 Cappuccino Tobacco 03mg,50,3.77,All / Saleable / E-Juice,50,1,Doublelift
ONT012952,BDVC - Beard (LIQ FB)(120mL) - No. 05 New York Cheesecake 00mg,5,3.77,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012953,BDVC - Beard (LIQ FB)(120mL) - No. 05 New York Cheesecake 03mg,50,3.77,All / Saleable / E-Juice,50,1,Doublelift
ONT012954,BDVC - Beard (LIQ FB)(120mL) - No. 05 New York Cheesecake 06mg,50,3.77,All / Saleable / E-Juice,50,1,Doublelift
ONT012957,BDVC - Beard (LIQ FB)(120mL) - No. 24 Salted Caramel Malt 06mg,50,3.77,All / Saleable / E-Juice,50,1,Doublelift
ONT012958,BDVC - Beard (LIQ FB)(120mL) - No. 32 Cinnamon Funnel Cake 00mg,50,3.77,All / Saleable / E-Juice,50,1,Doublelift
ONT012959,BDVC - Beard (LIQ FB)(120mL) - No. 32 Cinnamon Funnel Cake 03mg,400,3.77,All / Saleable / E-Juice,50,8,Doublelift
ONT012960,BDVC - Beard (LIQ FB)(120mL) - No. 32 Cinnamon Funnel Cake 06mg,200,3.77,All / Saleable / E-Juice,50,4,Doublelift
ONT012962,BDVC - Beard (LIQ FB)(120mL) - No. 42 Cold Fruit Cup.  03mg,5,3.77,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012963,BDVC - Beard (LIQ FB)(120mL) - No. 42 Cold Fruit Cup.  06mg,5,3.77,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012967,BDVC - Beard (LIQ FB)(120mL) - No. 71 Sweet and Sour Sugar Peach 00mg,25,3.77,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012968,BDVC - Beard (LIQ FB)(120mL) - No. 71 Sweet and Sour Sugar Peach 03mg,25,3.77,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012969,BDVC - Beard (LIQ FB)(120mL) - No. 71 Sweet and Sour Sugar Peach 06mg,25,3.77,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012926,BDVC - Beard (LIQ FB)(60mL) - No. 00 Cappuccino Tobacco 03mg,10,4.5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT012927,BDVC - Beard (LIQ FB)(60mL) - No. 00 Cappuccino Tobacco 06mg,25,4.5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012929,BDVC - Beard (LIQ FB)(60mL) - No. 05 New York Cheesecake 03mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012933,BDVC - Beard (LIQ FB)(60mL) - No. 24 Salted Caramel Malt 06mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012934,BDVC - Beard (LIQ FB)(60mL) - No. 32 Cinnamon Funnel Cake 00mg,20,4.5,All / Saleable / E-Juice,50,0.4,Doublelift
ONT012935,BDVC - Beard (LIQ FB)(60mL) - No. 32 Cinnamon Funnel Cake 03mg,25,4.5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012936,BDVC - Beard (LIQ FB)(60mL) - No. 32 Cinnamon Funnel Cake 06mg,15,4.5,All / Saleable / E-Juice,50,0.3,Doublelift
ONT012944,BDVC - Beard (LIQ FB)(60mL) - No. 71 Sweet and Sour Sugar Peach 03mg,10,4.5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT012945,BDVC - Beard (LIQ FB)(60mL) - No. 71 Sweet and Sour Sugar Peach 06mg,10,4.5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT012973,BDVC - Beard (LIQ Salt)(30mL) - No. 00 Cappuccino Tobacco 30mg,50,5,All / Saleable / E-Juice,50,1,Doublelift
ONT012974,BDVC - Beard (LIQ Salt)(30mL) - No. 00 Cappuccino Tobacco 50mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012975,BDVC - Beard (LIQ Salt)(30mL) - No. 05 New York Cheesecake 30mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012976,BDVC - Beard (LIQ Salt)(30mL) - No. 05 New York Cheesecake 50mg,5,5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012977,BDVC - Beard (LIQ Salt)(30mL) - No. 32 Cinnamon Funnel Cake 30mg,100,5,All / Saleable / E-Juice,50,2,Doublelift
ONT012978,BDVC - Beard (LIQ Salt)(30mL) - No. 32 Cinnamon Funnel Cake 50mg,50,5,All / Saleable / E-Juice,50,1,Doublelift
ONT012980,BDVC - Beard (LIQ Salt)(30mL) - No. 42 Cold Fruit Cup.  50mg,5,5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT012981,BDVC - Beard (LIQ Salt)(30mL) - No. 71 Sweet and Sour Sugar Peach 30mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012982,BDVC - Beard (LIQ Salt)(30mL) - No. 71 Sweet and Sour Sugar Peach 50mg,10,5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT012998,BDVC - Beard (LIQ Salt)(30mL) The Salty One - Apple 30mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT012999,BDVC - Beard (LIQ Salt)(30mL) The Salty One - Apple 50mg,10,5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT013000,BDVC - Beard (LIQ Salt)(30mL) The Salty One - Appleberry 30mg,5,5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT013003,BDVC - Beard (LIQ Salt)(30mL) The Salty One - Strawberry 50mg,5,5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042091,BDVC - Fifty Bar 20K (Dispo) (20000Puff)(18mL) Hidden Hills Edt - Pink Sour Straws 50mg,50,11,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT045354,BDVC - Fifty Bar V2 (Dispo) (20000Puff)(18mL) White Series - Baja Slushie 50mg,20,11,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT043158,BDVC - Fifty Bar V2 (Dispo) (20000Puff)(18mL) White Series - Kiberry Chew 50mg,10,11,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042228,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Blue Raspberry 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042230,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Forbidden Apple 50mg,5,3.25,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT042231,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Guava Ice 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042232,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Ice Blast 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042233,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Lychee Ice 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042234,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Midnight Blue Raz 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042235,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Midnight Mint 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042236,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Peach Watermelon 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042237,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Peppermint 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042238,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Sour Double Apple 50mg,5,3.25,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT042239,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Spearmint 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042240,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Strawberry Ice 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042241,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Strawberry Pina Colada 50mg,20,3.25,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT042242,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Tropical Gummy 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042243,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Tropical Ice 50mg,5,3.25,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT042244,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Watermelon Ice 50mg,10,3.25,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT042245,BLIS - Bliss Bar (Dispo) (6000Puff)(14mL) - Watermelon Strawberry 50mg,50,3.25,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT030787,BLKO - Loud (LIQ FB)(100mL) TFN - Apple Ice 03mg [Disc.],5,4.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT030793,BLKO - Loud (LIQ FB)(100mL) TFN - Cereal Milk 03mg [Disc.],10,4.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT030790,BLKO - Loud (LIQ FB)(100mL) TFN - Crunch Toast 03mg [Disc.],5,4.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT030802,BLKO - Loud (LIQ FB)(100mL) TFN - Strawberry Kiwi 03mg [Disc.],5,4.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT030791,BLKO - Loud (LIQ FB)(100mL)TFN - Crunch Toast 06mg [Disc.],5,4.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT043065,"BLLD - Lucid Boost (Dispo) (20,123Puff)(18mL) - Creamy Melon Ice 50mg",20,5.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041973,"BLLD - Lucid Boost (Dispo) (20,123Puff)(18mL) - Kiwi Berry Ice 50mg",10,6.75,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT043067,"BLLD - Lucid Boost (Dispo) (20,123Puff)(18mL) - Orange Rush 50mg",20,5.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT043066,"BLLD - Lucid Boost (Dispo) (20,123Puff)(18mL) - Pomegranate Razz 50mg",20,5.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041985,"BLLD - Lucid Boost/Yogi (Dispo) (20,123Puff)(18mL) - Blueberry Granola 50mg",40,7,All / Saleable / Disposable E-Cig,200,0.2,Doublelift
ONT041980,"BLLD - Lucid Boost/Yogi (Dispo) (20,123Puff)(18mL) - Mango Strawberry Ice 50mg",5,7,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT041987,"BLLD - Lucid Boost/Yogi (Dispo) (20,123Puff)(18mL) - Peanut Butter Banana Granola 50mg",5,7,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT028760,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Lemon Berry Pie 06mg,5,6,All / Saleable / E-Juice,100,0.05,Doublelift
ONT028768,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Mango Aloe 03mg,10,6,All / Saleable / E-Juice,100,0.1,Doublelift
ONT028769,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Mango Aloe 06mg,15,6,All / Saleable / E-Juice,100,0.15,Doublelift
ONT028753,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Melon Berry 03mg,10,6,All / Saleable / E-Juice,100,0.1,Doublelift
ONT028754,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Melon Berry 06mg,5,6,All / Saleable / E-Juice,100,0.05,Doublelift
ONT028762,BLVK - BLVK (LIQ FB)(100mL) TF-Nic - Peach Pear 03mg,5,6,All / Saleable / E-Juice,100,0.05,Doublelift
ONT045310,BLVK - BLVK (LIQ FB)(100mL) ZERO - Flavorless 06mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT000935,BLVK - BLVK (LIQ FB)(60mL) - Bold Tobacco (Cuban Cigar) 03mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT000936,BLVK - BLVK (LIQ FB)(60mL) - Bold Tobacco (Cuban Cigar) 06mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT013766,BLVK - BLVK (LIQ FB)(60mL) - Chocolate Milk 06mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT013762,BLVK - BLVK (LIQ FB)(60mL) - Creamy Strawberry 03mg,25,5,All / Saleable / E-Juice,100,0.25,Doublelift
ONT000899,BLVK - BLVK (LIQ FB)(60mL) - Double Apple (Uniapple) 03mg,40,5,All / Saleable / E-Juice,100,0.4,Doublelift
ONT000905,BLVK - BLVK (LIQ FB)(60mL) - Honeydew Strawberry 03mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT000906,BLVK - BLVK (LIQ FB)(60mL) - Honeydew Strawberry 06mg,50,5,All / Saleable / E-Juice,100,0.5,Doublelift
ONT000916,BLVK - BLVK (LIQ FB)(60mL) - Lychee Menthol (Lychee) 00mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT000917,BLVK - BLVK (LIQ FB)(60mL) - Lychee Menthol (Lychee) 03mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT000918,BLVK - BLVK (LIQ FB)(60mL) - Lychee Menthol (Lychee) 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT013755,BLVK - BLVK (LIQ FB)(60mL) - Original Custard (Vanilla Custard) 00mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT013756,BLVK - BLVK (LIQ FB)(60mL) - Original Custard (Vanilla Custard) 03mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT013759,BLVK - BLVK (LIQ FB)(60mL) - Purple Grape 03mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT013752,BLVK - BLVK (LIQ FB)(60mL) - Spearmint Menthol 00mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT013753,BLVK - BLVK (LIQ FB)(60mL) - Spearmint Menthol 03mg,35,5,All / Saleable / E-Juice,100,0.35,Doublelift
ONT013754,BLVK - BLVK (LIQ FB)(60mL) - Spearmint Menthol 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT000902,BLVK - BLVK (LIQ FB)(60mL) - Strawberry Candy 03mg,50,5,All / Saleable / E-Juice,100,0.5,Doublelift
ONT000903,BLVK - BLVK (LIQ FB)(60mL) - Strawberry Candy 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT000913,BLVK - BLVK (LIQ FB)(60mL) - Strawberry Menthol 00mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT000914,BLVK - BLVK (LIQ FB)(60mL) - Strawberry Menthol 03mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT000915,BLVK - BLVK (LIQ FB)(60mL) - Strawberry Menthol 06mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT000932,BLVK - BLVK (LIQ FB)(60mL) - Sweet Tobacco (Caramel) 03mg,15,5,All / Saleable / E-Juice,100,0.15,Doublelift
ONT000933,BLVK - BLVK (LIQ FB)(60mL) - Sweet Tobacco (Caramel) 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT001889,BLVK - BLVK (LIQ Salt)(30mL) - Bold Tobacco (Cuban Cigar) 50mg,15,5,All / Saleable / E-Juice,100,0.15,Doublelift
ONT001892,BLVK - BLVK (LIQ Salt)(30mL) - Honeydew Strawberry 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT001893,BLVK - BLVK (LIQ Salt)(30mL) - Honeydew Strawberry 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT006850,BLVK - BLVK (LIQ Salt)(30mL) - Original Custard (Vanilla Custard) 50mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT001896,BLVK - BLVK (LIQ Salt)(30mL) - Strawberry (Candy) 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT001886,BLVK - BLVK (LIQ Salt)(30mL) - Sweet Tobacco (Caramel) 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027779,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Grape 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027780,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Grape 50mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT027781,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Mango 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027782,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Mango 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027784,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Pineapple 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027785,BLVK - BLVK (LIQ Salt)(30mL) Aloe TF-Nic - Aloe Watermelon 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT040939,BLVK - BLVK (LIQ Salt)(30mL) Frost - Mango Pineapple Ice 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT040936,BLVK - BLVK (LIQ Salt)(30mL) Frost - Pure Mint Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT040958,BLVK - BLVK (LIQ Salt)(30mL) Fuji - Apple Watermelon Ice 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023215,BLVK - BLVK (LIQ Salt)(30mL) Fusion - Citrus Strawberry Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023217,BLVK - BLVK (LIQ Salt)(30mL) Fusion - Grape Apple Ice 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023220,BLVK - BLVK (LIQ Salt)(30mL) Fusion - Kiwi Pom Berry Ice 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023222,BLVK - BLVK (LIQ Salt)(30mL) Fusion - Lemon Tangerine Ice 50mg,10,2.95,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023224,BLVK - BLVK (LIQ Salt)(30mL) Fusion - Passion Grape Ice 50mg,5,2.95,All / Saleable / E-Juice,100,0.05,Doublelift
ONT045476,BLVK - BLVK (LIQ Salt)(30mL) Melon (Fruit Iced) - Cherry Watermelon 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023225,BLVK - BLVK (LIQ Salt)(30mL) N' Yellow - Mango Banana Ice 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023229,BLVK - BLVK (LIQ Salt)(30mL) N' Yellow - Mango Passion Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023231,BLVK - BLVK (LIQ Salt)(30mL) N' Yellow - Mango Strawberry Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023232,BLVK - BLVK (LIQ Salt)(30mL) N' Yellow - Mango Strawberry Ice 50mg,10,2.95,All / Saleable / E-Juice,100,0.1,Doublelift
ONT016651,BLVK - BLVK (LIQ Salt)(30mL) Pink - Strawberry Kiwi Ice 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT016652,BLVK - BLVK (LIQ Salt)(30mL) Pink - Strawberry Kiwi Ice 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT016655,BLVK - BLVK (LIQ Salt)(30mL) Pink - Strawberry Peach Ice 35mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT016656,BLVK - BLVK (LIQ Salt)(30mL) Pink - Strawberry Peach Ice 50mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT014705,BLVK - BLVK (LIQ Salt)(30mL) Plus - Apple Candy Ice (Sour Apple Ice) 35mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT014707,BLVK - BLVK (LIQ Salt)(30mL) Plus - Melon Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT014701,BLVK - BLVK (LIQ Salt)(30mL) Plus - Pineapple Whip Ice 35mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT015614,BLVK - BLVK (LIQ Salt)(30mL) Plus - Purple Grape Ice 50mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT045313,BLVK - BLVK (LIQ SALT)(30mL) ZERO - Flavorless 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT040919,BLVK - BLVK Bar (Dispo) (20000Puff)(22mL) - Orange Kiwi Ice 50mg,5,7.25,All / Saleable / Disposable E-Cig,100,0.05,Doublelift
ONT046002,CACQ - Foger Switch Pro 30K Pod (19mL)(1-Pack) - Clear 50mg,20,9,All / Saleable / Replacement Pod,200,0.1,Doublelift
ONT046003,CACQ - Foger Switch Pro 30K Pod (19mL)(1-Pack) - Tobacco 50mg,20,9,All / Saleable / Replacement Pod,200,0.1,Doublelift
ONT045359,CACQ - Foger Switch Pro Starter Kit (Dispo) (30000Puff)(19mL) - Tobacco 50mg,20,11.5,All / Saleable / Kit,150,0.1333333333333333,Doublelift
ONT032974,CHNV - Chain Vapez (LIQ FB)(120mL; 60mL x2) - XXX And Chill 03mg,5,2.95,All / Saleable / E-Juice,50,0.1,Doublelift
ONT029377,CHRL - Pachamama (Dispo) (4500Puff)(12mL) TFN - Black Menthol Ice 50mg,5,1.95,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT029381,CHRL - Pachamama (Dispo) (4500Puff)(12mL) TFN - Grapple Berry Ice 50mg,10,1.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT002014,CHRL - Pachamama (LIQ FB)(60mL) - Blood Orange Banana 03mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002015,CHRL - Pachamama (LIQ FB)(60mL) - Blood Orange Banana 06mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT034817,CHRL - Pachamama (LIQ FB)(60mL) - Cherry Limeade 03mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT034823,CHRL - Pachamama (LIQ FB)(60mL) - Cherry Limeade 06mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT002016,CHRL - Pachamama (LIQ FB)(60mL) - Fuji Apple Strawberry Nectarine 00mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002017,CHRL - Pachamama (LIQ FB)(60mL) - Fuji Apple Strawberry Nectarine 03mg,100,5,All / Saleable / E-Juice,100,1,Doublelift
ONT002018,CHRL - Pachamama (LIQ FB)(60mL) - Fuji Apple Strawberry Nectarine 06mg,50,5,All / Saleable / E-Juice,100,0.5,Doublelift
ONT002020,CHRL - Pachamama (LIQ FB)(60mL) - Huckleberry Pear Acai 03mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002021,CHRL - Pachamama (LIQ FB)(60mL) - Huckleberry Pear Acai 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT034819,CHRL - Pachamama (LIQ FB)(60mL) - Kiwi Guava Passionfruit 03mg,5,4.65,All / Saleable / E-Juice,100,0.05,Doublelift
ONT002023,CHRL - Pachamama (LIQ FB)(60mL) - Mango Pitaya Pineapple 03mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002029,CHRL - Pachamama (LIQ FB)(60mL) - Passion Fruit Raspberry Yuzu 03mg,5,4.95,All / Saleable / E-Juice,100,0.05,Doublelift
ONT002032,CHRL - Pachamama (LIQ FB)(60mL) - Peach Papaya Coconut Cream 03mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT002033,CHRL - Pachamama (LIQ FB)(60mL) - Peach Papaya Coconut Cream 06mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT002035,CHRL - Pachamama (LIQ FB)(60mL) - Strawberry Guava Jackfruit 03mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002036,CHRL - Pachamama (LIQ FB)(60mL) - Strawberry Guava Jackfruit 06mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT002026,CHRL - Pachamama (LIQ FB)(60mL) - The Mint Leaf 03mg,50,5,All / Saleable / E-Juice,100,0.5,Doublelift
ONT002027,CHRL - Pachamama (LIQ FB)(60mL) - The Mint Leaf 06mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT034811,CHRL - Pachamama (LIQ FB)(60mL) - White Peach Ice 03mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT000412,CHRL - Pachamama (LIQ Salt)(30mL) - Apple Tobacco 25mg,45,5,All / Saleable / E-Juice,100,0.45,Doublelift
ONT000413,CHRL - Pachamama (LIQ Salt)(30mL) - Apple Tobacco 50mg,15,5,All / Saleable / E-Juice,100,0.15,Doublelift
ONT032898,CHRL - Pachamama (LIQ Salt)(30mL) - Black Ice Menthol 25mg,5,4.95,All / Saleable / E-Juice,100,0.05,Doublelift
ONT032902,CHRL - Pachamama (LIQ Salt)(30mL) - Blue Razz Ice 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT032903,CHRL - Pachamama (LIQ Salt)(30mL) - Blue Razz Ice 50mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT032907,CHRL - Pachamama (LIQ Salt)(30mL) - Blueberry Lemonade 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT034803,CHRL - Pachamama (LIQ Salt)(30mL) - Cherry Limeade 25mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT034804,CHRL - Pachamama (LIQ Salt)(30mL) - Cherry Limeade 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT032900,CHRL - Pachamama (LIQ Salt)(30mL) - Citrus Medley 25mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT032901,CHRL - Pachamama (LIQ Salt)(30mL) - Citrus Medley 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027901,CHRL - Pachamama (LIQ Salt)(30mL) - Frosted Cronut 25mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
