Internal Reference,Product Name,On Hand,Sales Price,Odoo Category,UoM Ratio,Minimum Purchase Qty,Company
ONT026612,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Strawberry 03mg,64,5,All / Saleable / E-Juice,64,1,Doublelift
ONT026613,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Strawberry 06mg,64,5,All / Saleable / E-Juice,64,1,Doublelift
ONT026614,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Strawberry Ice 03mg,5,5,All / Saleable / E-Juice,64,0.078125,Doublelift
ONT026615,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Strawberry Ice 06mg,10,5,All / Saleable / E-Juice,64,0.15625,Doublelift
ONT026616,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Watermelon Punch 03mg,64,5,All / Saleable / E-Juice,64,1,Doublelift
ONT026617,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Watermelon Punch 06mg,20,5,All / Saleable / E-Juice,64,0.3125,Doublelift
ONT026618,JRUD - Juice Roll Upz (LIQ FB)(100mL) TF-Nic - Watermelon Punch Ice 03mg,5,5,All / Saleable / E-Juice,64,0.078125,Doublelift
ONT026626,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Blue Raspberry 25mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT026590,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Blue Raspberry 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027604,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Carnival Cotton Candy 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT027605,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Carnival Cotton Candy 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT026628,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Grape 25mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT026593,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Grape Frozty 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT026630,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Mango 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT026632,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Pink Berry 25mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT026594,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Pink Berry 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT026634,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Strawberry 25mg,20,5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT026596,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Strawberry 50mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT026636,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Watermelon Punch 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT026598,JRUD - Juice Roll Upz (LIQ Salt)(30mL) TF-Nic - Watermelon Punch 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT044847,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Banana Cereal 03mg,5,5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT044851,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Banana Cereal 06mg,10,5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT044848,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Butter Cookie 03mg,20,5,All / Saleable / E-Juice,50,0.4,Doublelift
ONT044852,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Butter Cookie 06mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT044849,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Lemon Cheesecake 03mg,25,5,All / Saleable / E-Juice,50,0.5,Doublelift
ONT044853,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Lemon Cheesecake 06mg,10,5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT044850,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Strawberry Graham (Strawberry Pie) 03mg,20,5,All / Saleable / E-Juice,50,0.4,Doublelift
ONT044854,JRUD - Juice Roll Upz Dessertz (LIQ FB)(100mL) - Strawberry Graham (Strawberry Pie) 06mg,10,5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT044855,JRUD - Juice Roll Upz Dessertz (LIQ Salts)(30mL) - Banana Cereal 25mg,10,5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT044856,JRUD - Juice Roll Upz Dessertz (LIQ Salts)(30mL) - Butter Cookie 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT044857,JRUD - Juice Roll Upz Dessertz (LIQ Salts)(30mL) - Lemon Cheesecake 25mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT042173,LAVP - Lucy Nicotine Gum 10pc - Berry Citrus 06mg,5,3,All / Saleable / E-Juice,100,0.05,Doublelift
ONT024590,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - 4/2/91 (Shake) 03mg,20,5.5,All / Saleable / E-Juice,100,0.2,Doublelift
ONT001017,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - B.A.L (Berry Au Lait) 00mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT024588,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - B.A.L (Berry Au Lait) 03mg,100,5.5,All / Saleable / E-Juice,100,1,Doublelift
ONT031325,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Bacco 06mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT000990,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Blue 00mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT024578,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Blue 03mg,200,5.5,All / Saleable / E-Juice,100,2,Doublelift
ONT024579,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Blue 06mg,100,5.5,All / Saleable / E-Juice,100,1,Doublelift
ONT028013,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Dew Drop 03mg,20,2.95,All / Saleable / E-Juice,100,0.2,Doublelift
ONT029218,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Dew Drop Iced 03mg,20,2.95,All / Saleable / E-Juice,100,0.2,Doublelift
ONT001002,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - FTC (Krunch) 00mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT024574,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - FTC (Krunch) 03mg,50,5.5,All / Saleable / E-Juice,100,0.5,Doublelift
ONT000999,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Fusion 00mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT023360,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Harvest 03mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT024577,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Mlow (Mallow) 06mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT024576,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - MLOW 03mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023368,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Orchard 03mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT023370,LIQL - Keep It 100 (LIQ FB)(100mL) TF-Nic - Pink 03mg,10,5.5,All / Saleable / E-Juice,100,0.1,Doublelift
ONT036543,LMRY - Lost Mary BM5000 (Dispo) (5000Puff) 4-5% (14mL) - Lush Ice 40-50mg,20,2.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT036544,LMRY - Lost Mary BM5000 (Dispo) (5000Puff) 4-5% (14mL) - Mango Passion Fruit 40-50mg,5,2.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT036549,LMRY - Lost Mary BM5000 (Dispo) (5000Puff) 4-5% (14mL) - Root 40-50mg,5,2.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT046953,LSTV - Lost Vape E Plus (Pods)(3-Pack) - Dual Mesh 0.3ohm,5,5.26,All / Saleable / Replacement Pod,,,Doublelift
ONT031706,LSTV - Lost Vape Thelema Mini (Kit SK) UB Lite Tank Edt. - Pink Survivor,5,20.11,All / Saleable / Accessories,100,0.05,Doublelift
ONT031722,LSTV - Lost Vape UB Lite (Coils)(5-Pack) - L7 0.3ohm,5,5.19,All / Saleable / Coil,750,0.006666667,Doublelift
ONT031723,LSTV - Lost Vape UB Lite (Coils)(5-Pack) - L8 1.2ohm,10,5.19,All / Saleable / Coil,750,0.013333333,Doublelift
ONT028856,LSTV - Lost Vape UB Max (Coils)(3-Pack) - X1 0.15ohm,50,4.62,All / Saleable / Coil,600,0.083333333,Doublelift
ONT028858,LSTV - Lost Vape UB Max (Coils)(3-Pack) - X3 0.3ohm,50,4.61,All / Saleable / Coil,600,0.083333333,Doublelift
ONT037714,LSTV - Lost Vape UB Ultra (Coils)(5-Pack) - M7 0.2ohm,20,6.69,All / Saleable / Coil,500,0.04,Doublelift
ONT017365,LSTV - Lost Vape Ultra Boost (Coils)(5-Pack) - M4 V2 0.2ohm,5,4.5,All / Saleable / Coil,500,0.01,Doublelift
ONT008763,LSTV - Lost Vape Ultra Boost (Coils)(5-Pack) - MTL V1 1.0ohm,10,4.5,All / Saleable / Coil,500,0.02,Doublelift
ONT039329,LSTV - Lost Vape Ursa (Pods)(1pc) 2mL - Black,10,1.15,All / Saleable / Replacement Pod,1000,0.01,Doublelift
ONT041379,LSTV - Lost Vape Ursa V2 (Pods)(3-Pack) 2.5mL - 0.6ohm,50,4.64,All / Saleable / Replacement Pod,400,0.125,Doublelift
ONT041380,LSTV - Lost Vape Ursa V2 (Pods)(3-Pack) 2.5mL - 0.8ohm,10,4.4,All / Saleable / Replacement Pod,400,0.025,Doublelift
ONT029520,LTUS - Esco Bar/Noms (Dispo) (4000Puff)(9mL) - Kiwi Passionfruit Nectarine 50mg,5,1.95,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT025132,LTUS - Freenoms (LIQ FB)(120mL) - Caramel Butterscotch Classic 00mg,20,7.7,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT025133,LTUS - Freenoms (LIQ FB)(120mL) - Caramel Butterscotch Classic 03mg,40,7.7,All / Saleable / E-Juice,98,0.4081632653061224,Doublelift
ONT031882,LTUS - Freenoms (LIQ FB)(120mL) - Dragon Fruit Strawberry Cream 03mg,10,7.7,All / Saleable / E-Juice,98,0.1020408163265306,Doublelift
ONT031888,LTUS - Freenoms (LIQ FB)(120mL) - Icy Tart Green Apple Strawberry Peach 03mg,5,7.7,All / Saleable / E-Juice,98,0.051020408,Doublelift
ONT031889,LTUS - Freenoms (LIQ FB)(120mL) - Icy Tart Green Apple Strawberry Peach 06mg,5,7.7,All / Saleable / E-Juice,98,0.051020408,Doublelift
ONT023731,LTUS - Freenoms (LIQ FB)(120mL) - Pear Green Apple Peach 03mg,20,7.7,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT023732,LTUS - Freenoms (LIQ FB)(120mL) - Pear Green Apple Peach 06mg,20,7.7,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT031890,LTUS - Freenoms (LIQ FB)(120mL) - Pineapple Coconut Rum 00mg,5,7.7,All / Saleable / E-Juice,98,0.051020408,Doublelift
ONT031894,LTUS - Freenoms (LIQ FB)(120mL) - Tobacco Caramel Vanilla 03mg,20,7.7,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT031895,LTUS - Freenoms (LIQ FB)(120mL) - Tobacco Caramel Vanilla 06mg,20,7.7,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT020817,LTUS - Nomenon (LIQ FB)(120mL) X2 Series - Blueberry Papaya Strawberry 03mg,20,7.4,All / Saleable / E-Juice,98,0.2040816326530612,Doublelift
ONT018572,LTUS - Nomenon (LIQ Salt)(30mL) - Blunomenon 24mg,20,6.4,All / Saleable / E-Juice,80,0.25,Doublelift
ONT019006,LTUS - Nomenon (LIQ Salt)(30mL) - Phenomenon 24mg,10,6.4,All / Saleable / E-Juice,80,0.125,Doublelift
ONT018574,LTUS - Nomenon Noms (LIQ Salt)(30mL) 2X Series - Cactus Jackfruit Mandarin 24mg,10,6.4,All / Saleable / E-Juice,80,0.125,Doublelift
ONT018580,LTUS - Nomenon Noms (LIQ Salt)(30mL) 2X Series - White Peach Raspberry 24mg,10,6.4,All / Saleable / E-Juice,80,0.125,Doublelift
ONT039066,LTUS - Noms 100 (LIQ FB)(100mL) - Black Cherry Sour Apple 03mg,20,6.4,All / Saleable / E-Juice,100,0.2,Doublelift
ONT041202,LTUS - Noms 100 (LIQ FB)(100mL) - Blue Razz Shark 03mg,10,6.4,All / Saleable / E-Juice,100,0.1,Doublelift
ONT041203,LTUS - Noms 100 (LIQ FB)(100mL) - Blue Razz Shark 06mg,5,6.4,All / Saleable / E-Juice,100,0.05,Doublelift
ONT041205,LTUS - Noms 100 (LIQ FB)(100mL) - Pixie Dip 03mg,5,6.4,All / Saleable / E-Juice,100,0.05,Doublelift
ONT041206,LTUS - Noms 100 (LIQ FB)(100mL) - Pixie Dip 06mg,5,6.4,All / Saleable / E-Juice,100,0.05,Doublelift
ONT039075,LTUS - Noms 100 (LIQ FB)(100mL) - Tropical Gummy 03mg,5,6.4,All / Saleable / E-Juice,100,0.05,Doublelift
ONT033338,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Cool Mint 50mg,10,5.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT033337,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Guava Freeze 50mg,5,5.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT033345,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Lychee Mango 50mg,5,5.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT035140,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Lychee Strawberry Ice 50mg,5,5.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT035139,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Mango Strawberry Honeydew 50mg,10,5.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT035136,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Strawberry Watermelon 50mg,20,5.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT038272,LUSH - Lush Alien (Dispo) (6000Puff)(15mL) - Watermelon Ice 50mg,5,5.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT026096,MALQ - Anarchist (LIQ Salt)(30mL) TFN - Orange 50mg,5,4.95,All / Saleable / E-Juice,130,0.038461538,Doublelift
ONT033640,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Melon 03mg,20,5.25,All / Saleable / E-Juice,72,0.2777777777777778,Doublelift
ONT033641,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Melon 06mg,20,5.25,All / Saleable / E-Juice,72,0.2777777777777778,Doublelift
ONT033647,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Peach Twist 06mg,5,5.25,All / Saleable / E-Juice,72,0.069444444,Doublelift
ONT033636,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Purp 00mg,10,5.25,All / Saleable / E-Juice,72,0.1388888888888889,Doublelift
ONT033637,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Purp 03mg,72,5.25,All / Saleable / E-Juice,72,1,Doublelift
ONT033638,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Purp 06mg,10,5.25,All / Saleable / E-Juice,72,0.1388888888888889,Doublelift
ONT033633,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Razz 00mg,20,5.25,All / Saleable / E-Juice,72,0.2777777777777778,Doublelift
ONT033634,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Razz 03mg,144,5.25,All / Saleable / E-Juice,72,2,Doublelift
ONT033635,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Razz 06mg,60,5.25,All / Saleable / E-Juice,72,0.8333333333333334,Doublelift
ONT033643,MFWS - Chubby Bubble Vapes (LIQ FB)(100mL) - Bubble Razzmelon Ice 03mg,5,5.25,All / Saleable / E-Juice,72,0.069444444,Doublelift
ONT045245,MIPD - Fasta Burrst 35000 (Dispo) (35000Puff)(25mL) Sour Edt. - Sour Blue Razz 50mg,20,7.7,All / Saleable / Disposable E-Cig,150,0.1333333333333333,Doublelift
ONT041407,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Blue Razz Icy 20mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041408,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Cherry Lemon 20mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041409,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Miami Mint 20mg,50,6.95,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT043997,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Peach Icy 20mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041410,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Pineapple Coconut 20mg,50,6.95,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT044001,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - Strawberry Watermelon 20mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT043998,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 2% (18mL) - White Gummy 20mg,50,6.95,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT041237,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Blueberry Lemonade 50mg,5,6.95,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT041238,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Clear 50mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041239,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Grape Icy 50mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT041240,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Miami Mint 50mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT044003,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Pineapple Coconut 50mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT041244,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Strawberry Ice Cream 50mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041245,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Strawberry Kiwi 50mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT041246,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Strawberry Watermelon 50mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041247,MIPD - FLONQ Max Pro (Dispo) (20000Puff) 5% (18mL) - Tobacco 50mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041413,MIPD - FLONQ Max Pro ZERO (Dispo) (20000Puffs)(18mL) - Cherry Lemon 00mg,20,6.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT041414,MIPD - FLONQ Max Pro ZERO (Dispo) (20000Puffs)(18mL) - Miami Mint 00mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT041415,MIPD - FLONQ Max Pro ZERO (Dispo) (20000Puffs)(18mL) - Pineapple Coconut 00mg,5,6.95,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT041416,MIPD - FLONQ Max Pro ZERO (Dispo) (20000Puffs)(18mL) - Strawberry Kiwi 00mg,10,6.95,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT039288,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Banana Milkshake 20mg,50,6.5,All / Saleable / Disposable E-Cig,200,0.25,Doublelift
ONT039290,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Blue Lemonade 20mg,10,6.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT043708,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Clear 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039294,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Grape 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT043996,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Kiwi Lime 20mg,10,6.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT043709,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Mango 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039293,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Milk Chocolate 20mg,35,6.5,All / Saleable / Disposable E-Cig,200,0.175,Doublelift
ONT043995,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Strawberry Banana 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039292,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Watermelon Ice 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039291,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 2% (14mL) - Yummy Bear 20mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT038905,MIPD - FLONQ Max Smart (Dispo) (10000Puff) 5% (14mL) - Strawberry Watermelon 50mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039303,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Banana Milkshake 00mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039301,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Grape 00mg,10,6.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT039300,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Milk Chocolate 00mg,10,6.5,All / Saleable / Disposable E-Cig,200,0.05,Doublelift
ONT039302,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Mint Chill 00mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039296,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Strawberry Watermelon 00mg,20,6.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT039299,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Watermelon Ice 00mg,5,6.5,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT039298,MIPD - FLONQ Max Smart ZERO (Dispo) (10000Puff)(14mL) - Yummy Bear 00mg,20,12.5,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT027219,MIPD - Mi-Pod 2.0 (Pods)(2-Pack) 2mL - Clear,10,5.17,All / Saleable / Replacement Pod,500,0.02,Doublelift
ONT029243,MIPD - Mi-Pod Pro (Kit PS) - Blue Pebbles,5,14.58,All / Saleable / Replacement Pod,50,0.1,Doublelift
ONT029250,MIPD - Mi-Pod Pro (Pods)(2-Pack) 2mL - Black,100,4.62,All / Saleable / Replacement Pod,500,0.2,Doublelift
ONT029251,MIPD - Mi-Pod Pro (Pods)(2-Pack) 2mL - Red,5,4.62,All / Saleable / Replacement Pod,500,0.01,Doublelift
ONT047269,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Cherry Strazz 50mg,10,6.25,All / Saleable / Replacement Pod,,0.066666667,Doublelift
ONT047273,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Dragonfruit Lemonade 50mg,10,6.25,All / Saleable / Replacement Pod,,0.066666667,Doublelift
ONT047268,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Fcuking Fab 50mg,10,6.25,All / Saleable / Replacement Pod,,0.066666667,Doublelift
ONT047265,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Juicy Peach 50mg,20,6.25,All / Saleable / Replacement Pod,,0.1333333333333333,Doublelift
ONT047270,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Miami Mint 50mg,20,6.25,All / Saleable / Replacement Pod,,0.1333333333333333,Doublelift
ONT047264,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Sour Orange Gummy 50mg,10,6.25,All / Saleable / Replacement Pod,,0.066666667,Doublelift
ONT047272,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Triple Berry Ice 50mg,20,6.25,All / Saleable / Replacement Pod,,0.1333333333333333,Doublelift
ONT047267,MIPD - X-Posed (Dispo only)(35000Puff)(16mL) Dispo POD - Watermelon Ice 50mg,10,6.25,All / Saleable / Replacement Pod,,0.066666667,Doublelift
ONT044502,MISC - Voom Pod (Kit SK) - Gold,20,4.99,All / Saleable / Replacement Pod,,,Doublelift
ONT002286,MLVS - Phix (LIQPOD)(Pods)(4-Pack) - Original Blend,100,10.5,All / Saleable / E-Juice,200,0.5,Doublelift
ONT002284,MLVS - Phix (LIQPOD)(Pods)(4-Pack) - Tobacco Menthol,20,10.5,All / Saleable / E-Juice,200,0.1,Doublelift
ONT027417,MNST - Jam Monster (LIQ FB)(100mL) Custard - Banana Custard 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
ONT020882,MNST - Jam Monster (LIQ FB)(100mL) Custard - Blackberry 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
ONT015692,MNST - Jam Monster (LIQ FB)(100mL) Custard - Blueberry Custard 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
ONT017290,MNST - Jam Monster (LIQ FB)(100mL) Custard - Butterscotch 00mg,30,6.25,All / Saleable / E-Juice,54,0.5555555555555556,Doublelift
ONT038529,MNST - Jam Monster (LIQ FB)(100mL) Custard - Gingerbread Crunch 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
ONT031783,MNST - Jam Monster (LIQ FB)(100mL) Custard - Mixed Berry 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
ONT031787,MNST - Jam Monster (LIQ FB)(100mL) Custard - Pumpkin Spice 03mg,27,6.25,All / Saleable / E-Juice,54,0.5,Doublelift
ONT015689,MNST - Jam Monster (LIQ FB)(100mL) Custard - Strawberry Custard 00mg,5,6.25,All / Saleable / E-Juice,54,0.092592593,Doublelift
